Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,Tissue,chip_antibody_vendor
SRR1653895,ChIP-Seq,65,274861405,PRJNA267541,SAMN03196762,232597490,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760595,GSM1546010,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546010,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Spleen,
SRR1653896,ChIP-Seq,65,532164815,PRJNA267541,SAMN03196776,453416896,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760596,GSM1546011,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546011,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Spleen,Abcam
SRR1653898,ChIP-Seq,65,602093635,PRJNA267541,SAMN03196807,507512769,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX760597,GSM1546012,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546012,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Spleen,Abcam
SRR1653900,ChIP-Seq,65,129378275,PRJNA267541,SAMN03196839,109233626,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760598,GSM1546013,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546013,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,
SRR1653902,ChIP-Seq,65,286617565,PRJNA267541,SAMN03196747,241167361,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX760599,GSM1546014,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546014,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Liver,Abcam
SRR1653906,ChIP-Seq,65,654007640,PRJNA267541,SAMN03196817,552433836,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX760601,GSM1546016,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546016,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,
SRR1653908,ChIP-Seq,65,705828240,PRJNA267541,SAMN03196835,596036641,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760602,GSM1546017,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546017,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653910,ChIP-Seq,65,519824565,PRJNA267541,SAMN03196806,440857020,Lung macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX760603,GSM1546018,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546018,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653912,ChIP-Seq,65,797116450,PRJNA267541,SAMN03196841,669762026,Lung macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760604,GSM1546019,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546019,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,
SRR1653914,ChIP-Seq,65,611049400,PRJNA267541,SAMN03196823,516878247,Lung macrophages with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760606,GSM1546021,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546021,Lung macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653916,ChIP-Seq,65,622468015,PRJNA267541,SAMN03196810,527634025,Peritoneal cavity macrophages with CD45.1 mark,GEO,anti-H3K4me2,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760608,GSM1546023,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546023,Peritoneal cavity macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653918,ChIP-Seq,65,596321700,PRJNA267541,SAMN03196758,503787557,Spleen red pulp macrophages with CD45.1 mark,GEO,anti-H3K4me1,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760610,GSM1546025,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546025,Spleen red pulp macrophages with CD45.1 mark,SRP049941,C57BL/6,Lung,
SRR1653922,ChIP-Seq,65,875726475,PRJNA267541,SAMN03196775,736172002,Kupffer cells with CD45.1 mark,GEO,anti-H3K4me2,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760614,GSM1546029,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546029,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653923,ChIP-Seq,65,682711380,PRJNA267541,SAMN03196824,578276983,Kupffer cells with CD45.1 mark,GEO,anti-H3K27ac,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX760615,GSM1546030,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1546030,Kupffer cells with CD45.1 mark,SRP049941,C57BL/6,Lung,Abcam
SRR1653782,ChIP-Seq,50,385456250,PRJNA267541,SAMN03196763,167442911,Brain microglia,GEO,anti-H3K4me1,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760545,GSM1545960,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545960,Brain microglia,SRP049941,C57BL/6,Brain,
SRR1653785,ChIP-Seq,50,140792300,PRJNA267541,SAMN03196783,61631613,Brain microglia,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760546,GSM1545961,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545961,Brain microglia,SRP049941,C57BL/6,Brain,Abcam
SRR1653786,ChIP-Seq,50,167909300,PRJNA267541,SAMN03196783,175516147,Brain microglia,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760546,GSM1545961,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545961,Brain microglia,SRP049941,C57BL/6,Brain,Abcam
SRR1653787,ChIP-Seq,60,533294160,PRJNA267541,SAMN03196783,244337062,Brain microglia,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX760546,GSM1545961,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545961,Brain microglia,SRP049941,C57BL/6,Brain,Abcam
SRR1653789,ChIP-Seq,50,135921450,PRJNA267541,SAMN03196819,145483570,Brain microglia,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760547,GSM1545962,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545962,Brain microglia,SRP049941,C57BL/6,Brain,
SRR1653791,ChIP-Seq,60,368711880,PRJNA267541,SAMN03196794,167355828,Brain microglia,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760548,GSM1545963,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545963,Brain microglia,SRP049941,C57BL/6,Brain,Abcam
SRR1653793,ChIP-Seq,50,53591000,PRJNA267541,SAMN03196812,57523324,Brain microglia,GEO,anti-H3K4me2,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760549,GSM1545964,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545964,Brain microglia,SRP049941,C57BL/6,Brain,Abcam
SRR1653795,ChIP-Seq,50,257152000,PRJNA267541,SAMN03196809,111944037,Kupffer cells,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760550,GSM1545965,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545965,Kupffer cells,SRP049941,C57BL/6,Liver,
SRR1653797,ChIP-Seq,50,300031200,PRJNA267541,SAMN03196826,131448383,Kupffer cells,GEO,anti-H3K27ac,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760551,GSM1545966,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545966,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653798,ChIP-Seq,50,255023600,PRJNA267541,SAMN03196826,267861388,Kupffer cells,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760551,GSM1545966,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545966,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653799,ChIP-Seq,60,58225740,PRJNA267541,SAMN03196826,26702211,Kupffer cells,GEO,anti-H3K27ac,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760551,GSM1545966,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545966,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653800,ChIP-Seq,50,96782400,PRJNA267541,SAMN03196778,104114861,Kupffer cells,GEO,anti-H3K4me1,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760552,GSM1545967,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545967,Kupffer cells,SRP049941,C57BL/6,Liver,
SRR1653801,ChIP-Seq,60,761808180,PRJNA267541,SAMN03196778,343588151,Kupffer cells,GEO,anti-H3K4me1,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX760552,GSM1545967,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545967,Kupffer cells,SRP049941,C57BL/6,Liver,
SRR1653802,ChIP-Seq,50,150247000,PRJNA267541,SAMN03196795,161778870,Kupffer cells,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760553,GSM1545968,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545968,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653803,ChIP-Seq,60,527402100,PRJNA267541,SAMN03196795,238785659,Kupffer cells,GEO,anti-H3K27ac,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX760553,GSM1545968,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545968,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653804,ChIP-Seq,60,110148180,PRJNA267541,SAMN03196795,49978385,Kupffer cells,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760553,GSM1545968,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545968,Kupffer cells,SRP049941,C57BL/6,Liver,Abcam
SRR1653805,ChIP-Seq,51,429108798,PRJNA267541,SAMN03196745,278392253,Large intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760554,GSM1545969,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545969,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,
SRR1653806,ChIP-Seq,60,606113040,PRJNA267541,SAMN03196745,276553948,Large intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760554,GSM1545969,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545969,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,
SRR1653807,ChIP-Seq,51,197288400,PRJNA267541,SAMN03196781,129905629,Large intestine macrophages,GEO,anti-H3K27ac,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760555,GSM1545970,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545970,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653808,ChIP-Seq,50,295720200,PRJNA267541,SAMN03196781,308536676,Large intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760555,GSM1545970,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545970,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653809,ChIP-Seq,60,190481880,PRJNA267541,SAMN03196781,87979334,Large intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760555,GSM1545970,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545970,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653810,ChIP-Seq,50,128083650,PRJNA267541,SAMN03196746,137588398,Large intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760556,GSM1545971,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545971,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,
SRR1653811,ChIP-Seq,60,585017340,PRJNA267541,SAMN03196746,263725353,Large intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760556,GSM1545971,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545971,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,
SRR1653812,ChIP-Seq,60,185944140,PRJNA267541,SAMN03196746,83933882,Large intestine macrophages,GEO,anti-H3K4me1,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760556,GSM1545971,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545971,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,
SRR1653813,ChIP-Seq,50,146347900,PRJNA267541,SAMN03196779,157412338,Large intestine macrophages,GEO,anti-H3K27ac,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760557,GSM1545972,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545972,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653814,ChIP-Seq,60,458613060,PRJNA267541,SAMN03196779,206891871,Large intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX760557,GSM1545972,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545972,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653815,ChIP-Seq,60,248218860,PRJNA267541,SAMN03196779,111411095,Large intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760557,GSM1545972,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545972,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653816,ChIP-Seq,50,139868500,PRJNA267541,SAMN03196755,150112678,Large intestine macrophages,GEO,anti-H3K4me2,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760558,GSM1545973,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545973,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653817,ChIP-Seq,50,339296100,PRJNA267541,SAMN03196755,349095023,Large intestine macrophages,GEO,anti-H3K4me2,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX760558,GSM1545973,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545973,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653818,ChIP-Seq,60,233380860,PRJNA267541,SAMN03196755,105576802,Large intestine macrophages,GEO,anti-H3K4me2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760558,GSM1545973,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545973,Large intestine macrophages,SRP049941,C57BL/6,Large intestine,Abcam
SRR1653819,ChIP-Seq,51,533921703,PRJNA267541,SAMN03196750,346660087,Small intestine macrophages,GEO,anti-H3K4me1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760559,GSM1545974,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545974,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,
SRR1653821,ChIP-Seq,51,403642509,PRJNA267541,SAMN03196843,263883757,Small intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760560,GSM1545975,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545975,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,Abcam
SRR1653823,ChIP-Seq,50,123141200,PRJNA267541,SAMN03196774,132453141,Small intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX760561,GSM1545976,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545976,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,
SRR1653825,ChIP-Seq,60,183801000,PRJNA267541,SAMN03196774,82478362,Small intestine macrophages,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX760561,GSM1545976,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545976,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,
SRR1653827,ChIP-Seq,60,283037400,PRJNA267541,SAMN03196761,129028946,Small intestine macrophages,GEO,anti-H3K27ac,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760562,GSM1545977,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545977,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,Abcam
SRR1653829,ChIP-Seq,50,153536100,PRJNA267541,SAMN03196752,165224078,Small intestine macrophages,GEO,anti-H3K4me2,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX760563,GSM1545978,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545978,Small intestine macrophages,SRP049941,C57BL/6,Small intestine,Abcam
SRR1653831,ChIP-Seq,51,647533587,PRJNA267541,SAMN03196827,420456867,Lung macrophages,GEO,anti-H3K4me1,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX760564,GSM1545979,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545979,Lung macrophages,SRP049941,C57BL/6,Lung,
SRR1653833,ChIP-Seq,60,778824000,PRJNA267541,SAMN03196829,350515588,Lung macrophages,GEO,anti-H3K27ac,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX760565,GSM1545980,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545980,Lung macrophages,SRP049941,C57BL/6,Lung,Abcam
SRR1653836,ChIP-Seq,60,284175300,PRJNA267541,SAMN03196844,128230265,Lung macrophages,GEO,anti-H3K4me1,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX760566,GSM1545981,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545981,Lung macrophages,SRP049941,C57BL/6,Lung,
SRR1653837,ChIP-Seq,50,188283850,PRJNA267541,SAMN03196782,201190682,Lung macrophages,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760567,GSM1545982,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545982,Lung macrophages,SRP049941,C57BL/6,Lung,Abcam
SRR1653841,ChIP-Seq,50,193165700,PRJNA267541,SAMN03196808,206876503,Peritoneal cavity macrophages,GEO,anti-H3K4me1,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760569,GSM1545984,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545984,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,
SRR1653842,ChIP-Seq,60,602134980,PRJNA267541,SAMN03196808,271669431,Peritoneal cavity macrophages,GEO,anti-H3K4me1,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX760569,GSM1545984,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545984,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,
SRR1653847,ChIP-Seq,50,896009150,PRJNA267541,SAMN03196773,919840970,Peritoneal cavity macrophages,GEO,anti-H3K4me2,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX760571,GSM1545986,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545986,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,Abcam
SRR1653849,ChIP-Seq,60,969626400,PRJNA267541,SAMN03196842,436995145,Peritoneal cavity macrophages,GEO,anti-H3K4me1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX760572,GSM1545987,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545987,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,
SRR1653851,ChIP-Seq,60,747313680,PRJNA267541,SAMN03196804,337989682,Peritoneal cavity macrophages,GEO,anti-H3K27ac,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX760573,GSM1545988,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545988,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,Abcam
SRR1653853,ChIP-Seq,50,372075300,PRJNA267541,SAMN03196833,383792661,Peritoneal cavity macrophages,GEO,anti-H3K4me2,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX760574,GSM1545989,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545989,Peritoneal cavity macrophages,SRP049941,C57BL/6,Peritoneal cavity,Abcam
SRR1653854,ChIP-Seq,51,561258621,PRJNA267541,SAMN03196838,365830430,Monocytes,GEO,anti-H3K4me1,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX760575,GSM1545990,Illumina HiSeq 1500,SINGLE,ChIP,GENOMIC,Mus musculus,ILLUMINA,2014-12-05T00:00:00Z,GSM1545990,Monocytes,SRP049941,C57BL/6,Bone marrow,
