Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain_background,Age,genotype/variation,Tissue,chip_antibody,Antibody
SRR7263647,RNA-Seq,101,962229222,PRJNA423257,SAMN09363181,603548925,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4167783,GSM3175889,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175889,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263648,RNA-Seq,101,788281669,PRJNA423257,SAMN09363179,509044658,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4167784,GSM3175890,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175890,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263649,RNA-Seq,101,642791876,PRJNA423257,SAMN09363177,405186613,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4167785,GSM3175891,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175891,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263650,RNA-Seq,101,770617981,PRJNA423257,SAMN09363176,485464915,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167786,GSM3175892,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175892,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263651,RNA-Seq,101,1038694201,PRJNA423257,SAMN09363174,655375691,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4167787,GSM3175893,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175893,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263652,RNA-Seq,101,992860906,PRJNA423257,SAMN09363172,623238935,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4167788,GSM3175894,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175894,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263653,RNA-Seq,101,859248814,PRJNA423257,SAMN09363170,540269706,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167789,GSM3175895,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175895,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263654,RNA-Seq,101,311591464,PRJNA423257,SAMN09363169,195436507,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167790,GSM3175896,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175896,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263655,RNA-Seq,101,791534980,PRJNA423257,SAMN09363167,499916403,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167791,GSM3175897,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175897,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263656,RNA-Seq,101,840188700,PRJNA423257,SAMN09363165,525530443,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167792,GSM3175898,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175898,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263657,RNA-Seq,101,1339162939,PRJNA423257,SAMN09363164,849446266,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4167793,GSM3175899,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175899,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263658,RNA-Seq,101,1289710612,PRJNA423257,SAMN09363162,812637789,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167794,GSM3175900,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175900,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263659,RNA-Seq,101,1105675684,PRJNA423257,SAMN09363160,696658260,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167795,GSM3175901,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175901,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263660,RNA-Seq,101,632688947,PRJNA423257,SAMN09363159,401376157,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167796,GSM3175902,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175902,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263661,RNA-Seq,101,694954033,PRJNA423257,SAMN09363157,440110339,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167797,GSM3175903,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175903,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263662,RNA-Seq,101,708048380,PRJNA423257,SAMN09363155,446312181,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167798,GSM3175904,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175904,striatum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Striatal microglia,,
SRR7263663,RNA-Seq,101,291858690,PRJNA423257,SAMN09363154,170970901,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4167799,GSM3175905,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175905,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263664,RNA-Seq,101,594649519,PRJNA423257,SAMN09363152,363473502,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4167800,GSM3175906,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175906,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263665,RNA-Seq,101,700344807,PRJNA423257,SAMN09363150,404161666,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167801,GSM3175907,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175907,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263666,RNA-Seq,101,587637594,PRJNA423257,SAMN09363149,349895306,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167802,GSM3175908,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175908,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263667,RNA-Seq,101,681194197,PRJNA423257,SAMN09363147,407991531,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167803,GSM3175909,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175909,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263668,RNA-Seq,101,1035516943,PRJNA423257,SAMN09363145,596712608,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167804,GSM3175910,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175910,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263669,RNA-Seq,101,1124088186,PRJNA423257,SAMN09363144,649748026,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167805,GSM3175911,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175911,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263670,RNA-Seq,101,771230445,PRJNA423257,SAMN09363142,442766276,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4167806,GSM3175912,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175912,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263671,RNA-Seq,101,608011011,PRJNA423257,SAMN09363140,350401758,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167807,GSM3175913,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175913,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263672,RNA-Seq,101,555031966,PRJNA423257,SAMN09363138,318593236,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167808,GSM3175914,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175914,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263673,RNA-Seq,101,473273274,PRJNA423257,SAMN09363297,274460368,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167809,GSM3175915,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175915,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263674,RNA-Seq,101,630943364,PRJNA423257,SAMN09363295,363695302,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167810,GSM3175916,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175916,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263675,RNA-Seq,101,613230388,PRJNA423257,SAMN09363293,353789732,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167811,GSM3175917,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175917,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263676,RNA-Seq,101,913018689,PRJNA423257,SAMN09363292,526496824,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167812,GSM3175918,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175918,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263677,RNA-Seq,101,546237290,PRJNA423257,SAMN09363290,315566822,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167813,GSM3175919,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175919,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263678,RNA-Seq,101,561351738,PRJNA423257,SAMN09363288,323502753,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167814,GSM3175920,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175920,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263679,RNA-Seq,101,722417751,PRJNA423257,SAMN09363286,402429742,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167815,GSM3175921,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175921,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263680,RNA-Seq,101,548956513,PRJNA423257,SAMN09363284,301498836,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167816,GSM3175922,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175922,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263681,RNA-Seq,101,509512882,PRJNA423257,SAMN09363282,289287991,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167817,GSM3175923,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175923,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263682,RNA-Seq,101,755454649,PRJNA423257,SAMN09363280,417805570,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4167818,GSM3175924,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175924,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263683,RNA-Seq,101,704874556,PRJNA423257,SAMN09363278,402607506,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167819,GSM3175925,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175925,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263684,RNA-Seq,101,1363189223,PRJNA423257,SAMN09363276,751778951,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167820,GSM3175926,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175926,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263685,RNA-Seq,101,776809988,PRJNA423257,SAMN09363275,425102340,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167821,GSM3175927,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175927,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263686,RNA-Seq,101,968969457,PRJNA423257,SAMN09363273,534505284,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4167822,GSM3175928,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175928,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263687,RNA-Seq,101,703468838,PRJNA423257,SAMN09363271,386587727,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4167823,GSM3175929,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175929,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263688,RNA-Seq,101,740807124,PRJNA423257,SAMN09363270,405764775,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167824,GSM3175930,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175930,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263689,RNA-Seq,101,963685642,PRJNA423257,SAMN09363268,529698050,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4167825,GSM3175931,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175931,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263690,RNA-Seq,101,707003131,PRJNA423257,SAMN09363266,390079606,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4167826,GSM3175932,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175932,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
SRR7263691,RNA-Seq,101,671268018,PRJNA423257,SAMN09363265,370752235,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4167827,GSM3175933,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-07-13T00:00:00Z,GSM3175933,cerebellum single nuclei RNA,SRP127259,C57BL/6,4-month-old,Cx3cr1CreErt2/+(Litt);Eef1a1LSL.eGFPL10a/+,Cerebellar microglia,,
